LoksabhaName,VidhansabhaName,LocalUnitName,LocalUnitType
Jhalawar,Manohar Thana,20,Ward
Jhalawar,Manohar Thana,21,Ward
Jhalawar,Manohar Thana,22,Ward
Jhalawar,Manohar Thana,23,Ward
Jhalawar,Manohar Thana,24,Ward
Jhalawar,Manohar Thana,25,Ward
Jhalawar,Manohar Thana,26,Ward
Jhalawar,Manohar Thana,27,Ward
Jhalawar,Manohar Thana,28,Ward
Jhalawar,Manohar Thana,29,Ward
Jhalawar,Manohar Thana,30,Ward
Jhalawar,Manohar Thana,31,Ward
Jhalawar,Manohar Thana,32,Ward
Jhalawar,Manohar Thana,33,Ward
Jhalawar,Manohar Thana,34,Ward
Jhalawar,Manohar Thana,35,Ward
Jhalawar,Kishanganj,ASNAWAR,Gram Panchayat
Jhalawar,Kishanganj,BADIPURA,Gram Panchayat
Jhalawar,Kishanganj,BAJRANG GARH,Gram Panchayat
Jhalawar,Kishanganj,BAKANPURA,Gram Panchayat
Jhalawar,Kishanganj,BANDAKHURD,Gram Panchayat
Jhalawar,Kishanganj,BAROONI,Gram Panchayat
Jhalawar,Kishanganj,BASTHOONI,Gram Panchayat
Jhalawar,Kishanganj,BHANWARGARH,Gram Panchayat
Jhalawar,Kishanganj,BILASGARH,Gram Panchayat
Jhalawar,Kishanganj,BRIJNAGAR,Gram Panchayat
Jhalawar,Kishanganj,CHHATARGANJ,Gram Panchayat
Jhalawar,Kishanganj,CHHINOD,Gram Panchayat
Jhalawar,Kishanganj,DIGODPAR,Gram Panchayat
Jhalawar,Kishanganj,DIGODPAR,Gram Panchayat
Jhalawar,Kishanganj,GARDA,Gram Panchayat
Jhalawar,Kishanganj,GHATTI,Gram Panchayat
Jhalawar,Kishanganj,JALWARA,Gram Panchayat
Jhalawar,Kishanganj,KAGLABAMORI,Gram Panchayat
Jhalawar,Kishanganj,KANKARDA,Gram Panchayat
Jhalawar,Kishanganj,KARWARI KALAN,Gram Panchayat
Jhalawar,Kishanganj,KHALDA,Gram Panchayat
Jhalawar,Kishanganj,KHANDELA,Gram Panchayat
Jhalawar,Kishanganj,KHYAWADA,Gram Panchayat
Jhalawar,Kishanganj,KISHANGANJ,Gram Panchayat
Jhalawar,Kishanganj,LAXMIPURA KHANKARAA,Gram Panchayat
Jhalawar,Kishanganj,NAHARGARH,Gram Panchayat
Jhalawar,Kishanganj,PACHLAWADA,Gram Panchayat
Jhalawar,Kishanganj,PARANIYA,Gram Panchayat
Jhalawar,Kishanganj,PEEPALDA KALAN,Gram Panchayat
Jhalawar,Kishanganj,PHALDI,Gram Panchayat
Jhalawar,Kishanganj,PINJANA,Gram Panchayat
Jhalawar,Kishanganj,RAMGARH,Gram Panchayat
Jhalawar,Kishanganj,RAMPURIYA TODIYA,Gram Panchayat
Jhalawar,Kishanganj,RANI BAROD,Gram Panchayat
Jhalawar,Kishanganj,RELAWAN,Gram Panchayat
Jhalawar,Kishanganj,SAKHRAWADA,Gram Panchayat
Jhalawar,Kishanganj,SEWANI,Gram Panchayat
Jhalawar,Kishanganj,SHOBHAGPURA,Gram Panchayat
Jhalawar,Kishanganj,SIMLOD,Gram Panchayat
Jhalawar,Kishanganj,SUWANS,Gram Panchayat
Jhalawar,Kishanganj,AGAR,Gram Panchayat
Jhalawar,Kishanganj,AJRODA,Gram Panchayat
Jhalawar,Kishanganj,BAINTA,Gram Panchayat
Jhalawar,Kishanganj,BALDA,Gram Panchayat
Jhalawar,Kishanganj,BAMAN GAWAN,Gram Panchayat
Jhalawar,Kishanganj,BEEL KHERAMAL,Gram Panchayat
Jhalawar,Kishanganj,BEER KHERA DANG,Gram Panchayat
Jhalawar,Kishanganj,Bhoyal,Gram Panchayat
Jhalawar,Kishanganj,Bhoyal,Gram Panchayat
Jhalawar,Kishanganj,BICHI,Gram Panchayat
Jhalawar,Kishanganj,Danta,Gram Panchayat
Jhalawar,Kishanganj,DEORI,Gram Panchayat
Jhalawar,Kishanganj,DHIKWANI,Gram Panchayat
Jhalawar,Kishanganj,GADRETA,Gram Panchayat
Jhalawar,Kishanganj,GANESHPURA,Gram Panchayat
Jhalawar,Kishanganj,HATRI,Gram Panchayat
Jhalawar,Kishanganj,KASBA NONERA,Gram Panchayat
Jhalawar,Kishanganj,KASBA THANA,Gram Panchayat
Jhalawar,Kishanganj,KELWARA,Gram Panchayat
Jhalawar,Kishanganj,KHANDA SAHROL,Gram Panchayat
Jhalawar,Kishanganj,KHATKA,Gram Panchayat
Jhalawar,Kishanganj,KUSHYARA,Gram Panchayat
Jhalawar,Kishanganj,MAHODRA,Gram Panchayat
Jhalawar,Kishanganj,MAJHARI,Gram Panchayat
Jhalawar,Kishanganj,MOONDIYAR,Gram Panchayat
Jhalawar,Kishanganj,NATAI,Gram Panchayat
Jhalawar,Kishanganj,NIWARI,Gram Panchayat
Jhalawar,Kishanganj,OGAR,Gram Panchayat
Jhalawar,Kishanganj,OONI,Gram Panchayat
Jhalawar,Kishanganj,PEEPAL KHERI,Gram Panchayat
Jhalawar,Kishanganj,RAJPUR,Gram Panchayat
Jhalawar,Kishanganj,SAMRANIYA,Gram Panchayat
Jhalawar,Kishanganj,SANDOKARA,Gram Panchayat
Jhalawar,Kishanganj,SANWARA,Gram Panchayat
Jhalawar,Kishanganj,SEMALI PHATAK,Gram Panchayat
Jhalawar,Kishanganj,SHAHBAD,Gram Panchayat
Jhalawar,Kishanganj,SHUBH DHARA,Gram Panchayat
Kota,Pipalda,BAMORI,Gram Panchayat
Kota,Pipalda,BANETHYA,Gram Panchayat
Kota,Pipalda,BAROD,Gram Panchayat
Kota,Pipalda,BHORA,Gram Panchayat
Kota,Pipalda,BISLAI,Gram Panchayat
Kota,Pipalda,BOODADEET,Gram Panchayat
Kota,Pipalda,JALIMPURA,Gram Panchayat
Kota,Pipalda,JHADGAO,Gram Panchayat
Kota,Pipalda,KHERLI TAWRAN,Gram Panchayat
Kota,Pipalda,KHERULA,Gram Panchayat
Kota,Pipalda,KISHORPURA,Gram Panchayat
Kota,Pipalda,KOTRA DEEPSING,Gram Panchayat
Kota,Pipalda,LAKHSANIJA,Gram Panchayat
Kota,Pipalda,MANDAWARA,Gram Panchayat
Kota,Pipalda,MORPA,Gram Panchayat
Kota,Pipalda,Padasalya,Gram Panchayat
Kota,Pipalda,TAKARWADA,Gram Panchayat
Kota,Pipalda,AYANA,Gram Panchayat
Kota,Pipalda,AYANI,Gram Panchayat
Kota,Pipalda,BAGLI,Gram Panchayat
Kota,Pipalda,BALUPA,Gram Panchayat
Kota,Pipalda,BAMBULIYA KALAN,Gram Panchayat
Kota,Pipalda,BINAYAKA,Gram Panchayat
Kota,Pipalda,BORDA,Gram Panchayat
Kota,Pipalda,DHIPRI CHAMBAL,Gram Panchayat
Kota,Pipalda,DOONGARLI,Gram Panchayat
Kota,Pipalda,DURJANPURA,Gram Panchayat
Kota,Pipalda,GANESH GANJ,Gram Panchayat
Kota,Pipalda,GENTA,Gram Panchayat
Kota,Pipalda,JALODA KHATIYAN,Gram Panchayat
Kota,Pipalda,JATWADA,Gram Panchayat
Kota,Pipalda,JORAWARPURA,Gram Panchayat
Kota,Pipalda,KAKRAVADA,Gram Panchayat
Kota,Pipalda,KARWAD,Gram Panchayat
Kota,Pipalda,KETHODA,Gram Panchayat
Kota,Pipalda,KHATOLI,Gram Panchayat
Kota,Pipalda,KHYAWADA,Gram Panchayat
Kota,Pipalda,LAKSHMIPURA,Gram Panchayat
Kota,Pipalda,LUHAWAD,Gram Panchayat
Kota,Pipalda,NIMOLA,Gram Panchayat
Kota,Pipalda,NONERA,Gram Panchayat
Kota,Pipalda,PIPLDA KALAN,Gram Panchayat
Kota,Pipalda,RAJOPA,Gram Panchayat
Kota,Pipalda,RANODIYA,Gram Panchayat
Kota,Pipalda,SAHNAWDA,Gram Panchayat
Kota,Pipalda,SINOTA,Gram Panchayat
Kota,Pipalda,TALAV,Gram Panchayat
Kota,Pipalda,1,Ward
Kota,Pipalda,2,Ward
Kota,Pipalda,3,Ward
Kota,Pipalda,4,Ward
Kota,Pipalda,5,Ward
Kota,Pipalda,6,Ward
Kota,Pipalda,7,Ward
Kota,Pipalda,8,Ward
Kota,Pipalda,9,Ward
Kota,Pipalda,10,Ward
Kota,Pipalda,11,Ward
Kota,Pipalda,12,Ward
Kota,Pipalda,13,Ward
Kota,Pipalda,14,Ward
Kota,Pipalda,15,Ward
Kota,Pipalda,16,Ward
Kota,Pipalda,17,Ward
Kota,Pipalda,18,Ward
Kota,Pipalda,19,Ward
Kota,Pipalda,20,Ward
Kota,Pipalda,21,Ward
Kota,Pipalda,22,Ward
Kota,Pipalda,23,Ward
Kota,Pipalda,24,Ward
Kota,Pipalda,25,Ward
Kota,Pipalda,26,Ward
Kota,Pipalda,27,Ward
Kota,Pipalda,28,Ward
Kota,Pipalda,29,Ward
Kota,Pipalda,30,Ward
Kota,Pipalda,31,Ward
Kota,Pipalda,32,Ward
Kota,Pipalda,33,Ward
Kota,Pipalda,34,Ward
Kota,Pipalda,35,Ward
Kota,Sangod,AMARPURA,Gram Panchayat
Kota,Sangod,BAMORI,Gram Panchayat
Kota,Sangod,BHANDA HEDA,Gram Panchayat
Kota,Sangod,BHORA,Gram Panchayat
Kota,Sangod,CHOMA MALIYAN,Gram Panchayat
Kota,Sangod,DIGOD,Gram Panchayat
Kota,Sangod,DOONGARJA,Gram Panchayat
Kota,Sangod,GADEPAN,Gram Panchayat
Kota,Sangod,KOTSUWA,Gram Panchayat
Kota,Sangod,MUNDLA,Gram Panchayat
Kota,Sangod,NIMODA,Gram Panchayat
Kota,Sangod,POLAI KALAN,Gram Panchayat
Kota,Sangod,RAILGAON,Gram Panchayat
Kota,Sangod,SAROLA,Gram Panchayat
Kota,Sangod,SIMLIYA,Gram Panchayat
Kota,Sangod,AWAN,Gram Panchayat
Kota,Sangod,BALUHERA,Gram Panchayat
Kota,Sangod,BASIYAHERI,Gram Panchayat
Kota,Sangod,DANTA,Gram Panchayat
Kota,Sangod,DEVLI,Gram Panchayat
Kota,Sangod,DULET,Gram Panchayat
Kota,Sangod,HINGONIYA,Gram Panchayat
Kota,Sangod,JALIMPURA,Gram Panchayat
Kota,Sangod,JHALRI,Gram Panchayat
Kota,Sangod,KANWAS,Gram Panchayat
Kota,Sangod,KHJOORNA,Gram Panchayat
Kota,Sangod,KURAD,Gram Panchayat
Kota,Sangod,LODA HEDA,Gram Panchayat
Kota,Sangod,MOINKALAN,Gram Panchayat
Kota,Sangod,MORU KALAN,Gram Panchayat
Kota,Sangod,SAWAN BHADO,Gram Panchayat
Kota,Sangod,AMRITKUAN,Gram Panchayat
Kota,Sangod,BAPAWAR KALA,Gram Panchayat
Kota,Sangod,BORINAKALAN,Gram Panchayat
Kota,Sangod,DEEGOD,Gram Panchayat
Kota,Sangod,DILLIPURA,Gram Panchayat
Kota,Sangod,DOTI,Gram Panchayat
Kota,Sangod,HINGI,Gram Panchayat
Kota,Sangod,KAMOLAR,Gram Panchayat
Kota,Sangod,KHADIYA,Gram Panchayat
Kota,Sangod,KHAJOORI,Gram Panchayat
Kota,Sangod,KISHANPURA,Gram Panchayat
Kota,Sangod,KUNDANPUR,Gram Panchayat
Kota,Sangod,KURADIYA KHURD,Gram Panchayat
Kota,Sangod,LABANIYA,Gram Panchayat
Kota,Sangod,LATOORI,Gram Panchayat
Kota,Sangod,MAMOR,Gram Panchayat
Kota,Sangod,MANDAP,Gram Panchayat
Kota,Sangod,MANDITA,Gram Panchayat
Kota,Sangod,SHYAMPURA,Gram Panchayat
Kota,Sangod,VINOD KHURD,Gram Panchayat
Kota,Sangod,1,Ward
Kota,Sangod,2,Ward
Kota,Sangod,3,Ward
Kota,Sangod,4,Ward
Kota,Sangod,5,Ward
Kota,Sangod,6,Ward
Kota,Sangod,7,Ward
Kota,Sangod,8,Ward
Kota,Sangod,9,Ward
Kota,Sangod,10,Ward
Kota,Sangod,11,Ward
Kota,Sangod,12,Ward
Kota,Sangod,13,Ward
Kota,Sangod,14,Ward
Kota,Sangod,15,Ward
Kota,Sangod,16,Ward
Kota,Sangod,17,Ward
Kota,Sangod,18,Ward
Kota,Sangod,19,Ward
Kota,Sangod,20,Ward
Kota,Sangod,21,Ward
Kota,Sangod,22,Ward
Kota,Sangod,23,Ward
Kota,Sangod,24,Ward
Kota,Sangod,25,Ward
Kota,Ramganj Mandi,ALANIYA,Gram Panchayat
Kota,Ramganj Mandi,BHANWARIA,Gram Panchayat
Kota,Ramganj Mandi,BORABAS,Gram Panchayat
Kota,Ramganj Mandi,DOLIYA,Gram Panchayat
Kota,Ramganj Mandi,KALIYA KHERI,Gram Panchayat
Kota,Ramganj Mandi,KOLANA,Gram Panchayat
Kota,Ramganj Mandi,MANDLIYA,Gram Panchayat
Kota,Ramganj Mandi,ALOD,Gram Panchayat
Kota,Ramganj Mandi,ARNIYA KALAN,Gram Panchayat
Kota,Ramganj Mandi,ASKALI,Gram Panchayat
Kota,Ramganj Mandi,BARODIYA KALAN,Gram Panchayat
Kota,Ramganj Mandi,BUDHKHAN,Gram Panchayat
Kota,Ramganj Mandi,CHECHAT,Gram Panchayat
Kota,Ramganj Mandi,DEVLI KALAN,Gram Panchayat
Kota,Ramganj Mandi,DEVLI KHURD,Gram Panchayat
Kota,Ramganj Mandi,DHARNAWAD,Gram Panchayat
Kota,Ramganj Mandi,GADIYA,Gram Panchayat
Kota,Ramganj Mandi,GHATOLI,Gram Panchayat
Kota,Ramganj Mandi,GOYANDA,Gram Panchayat
Kota,Ramganj Mandi,HATIYA KHERI,Gram Panchayat
Kota,Ramganj Mandi,HEERIYA KHERI,Gram Panchayat
Kota,Ramganj Mandi,JHULMI,Gram Panchayat
Kota,Ramganj Mandi,KHEEMACH,Gram Panchayat
Kota,Ramganj Mandi,KHERARUDHHA,Gram Panchayat
Kota,Ramganj Mandi,KHERLI,Gram Panchayat
Kota,Ramganj Mandi,KOOKRA KHURD,Gram Panchayat
Kota,Ramganj Mandi,KUDAILA,Gram Panchayat
Kota,Ramganj Mandi,KUMBHKOT,Gram Panchayat
Kota,Ramganj Mandi,LAHARIYA,Gram Panchayat
Kota,Ramganj Mandi,LAKSHMIPURA,Gram Panchayat
Kota,Ramganj Mandi,MADANPURA,Gram Panchayat
Kota,Ramganj Mandi,MANDA,Gram Panchayat
Kota,Ramganj Mandi,MODAK GAON,Gram Panchayat
Kota,Ramganj Mandi,PEEPA KHERI,Gram Panchayat
Kota,Ramganj Mandi,PIPLDA,Gram Panchayat
Kota,Ramganj Mandi,RICHADIYA,Gram Panchayat
Kota,Ramganj Mandi,SAHARAWDA,Gram Panchayat
Kota,Ramganj Mandi,SALAWAD KHURD,Gram Panchayat
Kota,Ramganj Mandi,SALERA KHURD,Gram Panchayat
Kota,Ramganj Mandi,SATAL KHERI,Gram Panchayat
Kota,Ramganj Mandi,SUKET,Gram Panchayat
Kota,Ramganj Mandi,UDPURA @ MODAK STATION,Gram Panchayat
Kota,Ramganj Mandi,UNDWA,Gram Panchayat
Kota,Ramganj Mandi,1,Ward
Kota,Ramganj Mandi,2,Ward
Kota,Ramganj Mandi,3,Ward
Kota,Ramganj Mandi,4,Ward
Kota,Ramganj Mandi,5,Ward
Kota,Ramganj Mandi,6,Ward
Kota,Ramganj Mandi,7,Ward
Kota,Ramganj Mandi,8,Ward
Kota,Ramganj Mandi,9,Ward
Kota,Ramganj Mandi,10,Ward
Kota,Ramganj Mandi,11,Ward
Kota,Ramganj Mandi,12,Ward
Kota,Ramganj Mandi,13,Ward
Kota,Ramganj Mandi,14,Ward
Kota,Ramganj Mandi,15,Ward
Kota,Ramganj Mandi,16,Ward
Kota,Ramganj Mandi,17,Ward
Kota,Ramganj Mandi,18,Ward
Kota,Ramganj Mandi,19,Ward
Kota,Ramganj Mandi,20,Ward
Kota,Ramganj Mandi,21,Ward
Kota,Ramganj Mandi,22,Ward
Kota,Ramganj Mandi,23,Ward
Kota,Ramganj Mandi,24,Ward
Kota,Ramganj Mandi,25,Ward
Kota,Ramganj Mandi,26,Ward
Kota,Ramganj Mandi,27,Ward
Kota,Ramganj Mandi,28,Ward
Kota,Ramganj Mandi,29,Ward
Kota,Ramganj Mandi,30,Ward
Kota,Ramganj Mandi,31,Ward
Kota,Ramganj Mandi,32,Ward
Kota,Ramganj Mandi,33,Ward
Kota,Ramganj Mandi,34,Ward
Kota,Ramganj Mandi,35,Ward
Kota,Ramganj Mandi,36,Ward
Kota,Ramganj Mandi,37,Ward
Kota,Ramganj Mandi,38,Ward
Kota,Ramganj Mandi,39,Ward
Kota,Ramganj Mandi,40,Ward
Kota,Ramganj Mandi,6,Ward
Kota,Ramganj Mandi,7,Ward
Kota,Ramganj Mandi,8,Ward
Kota,Ramganj Mandi,29,Ward
Kota,Ramganj Mandi,31,Ward
Kota,Ramganj Mandi,32,Ward
Kota,Ramganj Mandi,52,Ward
Kota,Ramganj Mandi,53,Ward
Kota,Ladpura,AARAMPURA,Gram Panchayat
Kota,Ladpura,ALANIYA,Gram Panchayat
Kota,Ladpura,ARANDKHERA,Gram Panchayat
Kota,Ladpura,BANIYANI,Gram Panchayat
Kota,Ladpura,BHANWARIA,Gram Panchayat
Kota,Ladpura,BHIMPURA,Gram Panchayat
Kota,Ladpura,GANDI FALEE,Gram Panchayat
Kota,Ladpura,GODLIYA HERI,Gram Panchayat
Kota,Ladpura,JAKHORA,Gram Panchayat
Kota,Ladpura,KALIYA KHERI,Gram Panchayat
Kota,Ladpura,KASAR,Gram Panchayat
Kota,Ladpura,KHERA RASULPUR,Gram Panchayat
Kota,Ladpura,KISHANPURA TAKIA,Gram Panchayat
Kota,Ladpura,KOLANA,Gram Panchayat
Kota,Ladpura,MANDANA,Gram Panchayat
Kota,Ladpura,MANDLIYA,Gram Panchayat
Kota,Ladpura,MANS GAON,Gram Panchayat
Kota,Ladpura,MAWASA,Gram Panchayat
Kota,Ladpura,RANGPUR,Gram Panchayat
Kota,Ladpura,TATHER,Gram Panchayat
Kota,Ladpura,1,Ward
Kota,Ladpura,2,Ward
Kota,Ladpura,3,Ward
Kota,Ladpura,4,Ward
Kota,Ladpura,5,Ward
Kota,Ladpura,6,Ward
Kota,Ladpura,7,Ward
Kota,Ladpura,8,Ward
Kota,Ladpura,9,Ward
Kota,Ladpura,10,Ward
Kota,Ladpura,11,Ward
Kota,Ladpura,12,Ward
Kota,Ladpura,13,Ward
Kota,Ladpura,14,Ward
Kota,Ladpura,15,Ward
Kota,Ladpura,16,Ward
Kota,Ladpura,17,Ward
Kota,Ladpura,18,Ward
Kota,Ladpura,19,Ward
Kota,Ladpura,20,Ward
Kota,Ladpura,21,Ward
Kota,Ladpura,22,Ward
Kota,Ladpura,23,Ward
Kota,Ladpura,24,Ward
Kota,Ladpura,25,Ward
Kota,Ladpura,12,Ward
Kota,Ladpura,13,Ward
Kota,Ladpura,14,Ward
Kota,Ladpura,15,Ward
Kota,Ladpura,16,Ward
Kota,Ladpura,17,Ward
Kota,Ladpura,18,Ward
Kota,Ladpura,19,Ward
Kota,Ladpura,20,Ward
Kota,Ladpura,38,Ward
Kota,Ladpura,39,Ward
Kota,Ladpura,40,Ward
Kota,Ladpura,41,Ward
Kota,Ladpura,43,Ward
Kota,Ladpura,9,Ward
Kota,Ladpura,10,Ward
Kota,Ladpura,11,Ward
Kota,Ladpura,15,Ward
Kota,Ladpura,16,Ward
Kota,Ladpura,17,Ward
Kota,Ladpura,18,Ward
Kota,Ladpura,19,Ward
Kota,Ladpura,20,Ward
Kota,Ladpura,21,Ward
Kota,Ladpura,42,Ward
Kota,Ladpura,43,Ward
Kota,Ladpura,44,Ward
Kota,Ladpura,45,Ward
Kota,Ladpura,58,Ward
Kota,Ladpura,59,Ward
Kota,Kota South,1,Ward
Kota,Kota South,2,Ward
Kota,Kota South,3,Ward
Kota,Kota South,4,Ward
Kota,Kota South,5,Ward
Kota,Kota South,12,Ward
Kota,Kota South,13,Ward
Kota,Kota South,14,Ward
Kota,Kota South,21,Ward
Kota,Kota South,22,Ward
Kota,Kota South,23,Ward
Kota,Kota South,24,Ward
Kota,Kota South,25,Ward
Kota,Kota South,26,Ward
Kota,Kota South,27,Ward
Kota,Kota South,28,Ward
Kota,Kota South,30,Ward
Kota,Kota South,33,Ward
Kota,Kota South,34,Ward
Kota,Kota South,35,Ward
Kota,Kota South,36,Ward
Kota,Kota South,37,Ward
Kota,Kota South,39,Ward
Kota,Kota South,40,Ward
Kota,Kota South,41,Ward
Kota,Kota South,46,Ward
Kota,Kota South,47,Ward
Kota,Kota South,48,Ward
Kota,Kota South,49,Ward
Kota,Kota South,50,Ward
Kota,Kota South,51,Ward
Kota,Kota South,54,Ward
Kota,Kota South,55,Ward
Kota,Kota South,56,Ward
Kota,Kota South,57,Ward
Kota,Kota South,60,Ward
Kota,Kota South,61,Ward
Kota,Kota South,62,Ward
Kota,Kota South,63,Ward
Kota,Kota South,64,Ward
Kota,Kota South,65,Ward
Kota,Kota South,66,Ward
Kota,Kota South,67,Ward
Kota,Kota South,68,Ward
Kota,Kota South,69,Ward
Kota,Kota South,70,Ward
Kota,Kota South,71,Ward
Kota,Kota South,72,Ward
Kota,Kota South,73,Ward
Kota,Kota South,74,Ward
Kota,Kota South,75,Ward
Kota,Kota South,76,Ward
Kota,Kota South,77,Ward
Kota,Kota South,78,Ward
Kota,Kota South,79,Ward
Kota,Kota South,80,Ward
Kota,Kota North,1,Ward
Kota,Kota North,2,Ward
Kota,Kota North,3,Ward
Kota,Kota North,4,Ward
Kota,Kota North,5,Ward
Kota,Kota North,6,Ward
Kota,Kota North,7,Ward
Kota,Kota North,8,Ward
Kota,Kota North,9,Ward
Kota,Kota North,10,Ward
Kota,Kota North,11,Ward
Kota,Kota North,21,Ward
Kota,Kota North,22,Ward
Kota,Kota North,23,Ward
Kota,Kota North,24,Ward
Kota,Kota North,25,Ward
Kota,Kota North,26,Ward
Kota,Kota North,27,Ward
Kota,Kota North,28,Ward
Kota,Kota North,29,Ward
Kota,Kota North,30,Ward
Kota,Kota North,31,Ward
Kota,Kota North,32,Ward
Kota,Kota North,33,Ward
Kota,Kota North,34,Ward
Kota,Kota North,35,Ward
Kota,Kota North,36,Ward
Kota,Kota North,37,Ward
Kota,Kota North,42,Ward
Kota,Kota North,44,Ward
Kota,Kota North,45,Ward
Kota,Kota North,46,Ward
Kota,Kota North,47,Ward
Kota,Kota North,48,Ward
Kota,Kota North,49,Ward
Kota,Kota North,50,Ward
Kota,Kota North,51,Ward
Kota,Kota North,52,Ward
Kota,Kota North,53,Ward
Kota,Kota North,54,Ward
Kota,Kota North,55,Ward
Kota,Kota North,56,Ward
Kota,Kota North,57,Ward
Kota,Kota North,58,Ward
Kota,Kota North,59,Ward
Kota,Kota North,60,Ward
Kota,Kota North,61,Ward
Kota,Kota North,62,Ward
Kota,Kota North,63,Ward
Kota,Kota North,64,Ward
Kota,Kota North,65,Ward
Kota,Kota North,66,Ward
Kota,Kota North,67,Ward
Kota,Kota North,68,Ward
Kota,Kota North,69,Ward
Kota,Kota North,70,Ward
Kota,Keshoraipatan,BABAI,Gram Panchayat
Kota,Keshoraipatan,BADA KHERA,Gram Panchayat
Kota,Keshoraipatan,BALWAN,Gram Panchayat
Kota,Keshoraipatan,BASWARA,Gram Panchayat
Kota,Keshoraipatan,CHANDA KHURD,Gram Panchayat
Kota,Keshoraipatan,DAULATPURA,Gram Panchayat
Kota,Keshoraipatan,DEI KHERA,Gram Panchayat
Kota,Keshoraipatan,GHAT KA BARANA,Gram Panchayat
Kota,Keshoraipatan,GUDHA,Gram Panchayat
Kota,Keshoraipatan,GUHATA,Gram Panchayat
Kota,Keshoraipatan,KHARYATA,Gram Panchayat
Kota,Keshoraipatan,LABAN,Gram Panchayat
Kota,Keshoraipatan,MAKHEEDA,Gram Panchayat
Kota,Keshoraipatan,MAKHIJA,Gram Panchayat
Kota,Keshoraipatan,MOHANPURA,Gram Panchayat
Kota,Keshoraipatan,NAWAL PURA,Gram Panchayat
Kota,Keshoraipatan,NOTARA,Gram Panchayat
Kota,Keshoraipatan,PAPADI,Gram Panchayat
Kota,Keshoraipatan,REBARPURA,Gram Panchayat
Kota,Keshoraipatan,SAKHAWADA,Gram Panchayat
Kota,Keshoraipatan,SUMERGANJ MANDI,Gram Panchayat
Kota,Keshoraipatan,UTRANA,Gram Panchayat
Kota,Keshoraipatan,AJANDA,Gram Panchayat
Kota,Keshoraipatan,ARNETHA,Gram Panchayat
Kota,Keshoraipatan,BALKASA,Gram Panchayat
Kota,Keshoraipatan,BALOD,Gram Panchayat
Kota,Keshoraipatan,BHIYA,Gram Panchayat
Kota,Keshoraipatan,BORDA KACHIYAN,Gram Panchayat
Kota,Keshoraipatan,CHADI,Gram Panchayat
Kota,Keshoraipatan,CHARDANA,Gram Panchayat
Kota,Keshoraipatan,CHITAWA,Gram Panchayat
Kota,Keshoraipatan,GENDOLI KHURD,Gram Panchayat
Kota,Keshoraipatan,GUDLI,Gram Panchayat
Kota,Keshoraipatan,HINGONIA,Gram Panchayat
Kota,Keshoraipatan,JAISTHAL,Gram Panchayat
Kota,Keshoraipatan,JALODA,Gram Panchayat
Kota,Keshoraipatan,JHALI JI KA BARANA,Gram Panchayat
Kota,Keshoraipatan,KARWALA,Gram Panchayat
Kota,Keshoraipatan,KARWALA KI JHO.,Gram Panchayat
Kota,Keshoraipatan,LESARDA,Gram Panchayat
Kota,Keshoraipatan,MADHORAJPURA,Gram Panchayat
Kota,Keshoraipatan,MAYJA,Gram Panchayat
Kota,Keshoraipatan,PHOLAI,Gram Panchayat
Kota,Keshoraipatan,RADI,Gram Panchayat
Kota,Keshoraipatan,ROTEDA,Gram Panchayat
Kota,Keshoraipatan,SAKHAWADA,Gram Panchayat
Kota,Keshoraipatan,SARSALA,Gram Panchayat
Kota,Keshoraipatan,SOONAGAR,Gram Panchayat
Kota,Keshoraipatan,ANTARDA,Gram Panchayat
Kota,Keshoraipatan,BALAPURA,Gram Panchayat
Kota,Keshoraipatan,BAMANGAON,Gram Panchayat
Kota,Keshoraipatan,GAMBHIRA,Gram Panchayat
Kota,Keshoraipatan,JARKHODA,Gram Panchayat
Kota,Keshoraipatan,JETPUR,Gram Panchayat
Kota,Keshoraipatan,KARWAR,Gram Panchayat
Kota,Keshoraipatan,KETHOODA,Gram Panchayat
Kota,Keshoraipatan,KHAJURI,Gram Panchayat
Kota,Keshoraipatan,MANI,Gram Panchayat
Kota,Keshoraipatan,PEEPLIYA,Gram Panchayat
Kota,Keshoraipatan,SAHAN,Gram Panchayat
Kota,Keshoraipatan,SAMIDHI,Gram Panchayat
Kota,Keshoraipatan,TALWAS,Gram Panchayat
Kota,Keshoraipatan,1,Ward
Kota,Keshoraipatan,2,Ward
Kota,Keshoraipatan,3,Ward
Kota,Keshoraipatan,4,Ward
Kota,Keshoraipatan,5,Ward
Kota,Keshoraipatan,6,Ward
Kota,Keshoraipatan,7,Ward
Kota,Keshoraipatan,8,Ward
Kota,Keshoraipatan,9,Ward
Kota,Keshoraipatan,10,Ward
Kota,Keshoraipatan,11,Ward
Kota,Keshoraipatan,12,Ward
Kota,Keshoraipatan,13,Ward
Kota,Keshoraipatan,14,Ward
Kota,Keshoraipatan,15,Ward
Kota,Keshoraipatan,16,Ward
Kota,Keshoraipatan,17,Ward
Kota,Keshoraipatan,18,Ward
Kota,Keshoraipatan,19,Ward
Kota,Keshoraipatan,20,Ward
Kota,Keshoraipatan,21,Ward
Kota,Keshoraipatan,22,Ward
Kota,Keshoraipatan,23,Ward
Kota,Keshoraipatan,24,Ward
Kota,Keshoraipatan,25,Ward
Kota,Keshoraipatan,1,Ward
Kota,Keshoraipatan,2,Ward
Kota,Keshoraipatan,3,Ward
Kota,Keshoraipatan,4,Ward
